Date,Company_URL,United_States,California__United_States,San_Francisco_Bay_Area,Los_Angeles_Metropolitan_Area,New_York_City_Metropolitan_Area,Georgia__United_States,New_York__United_States,San_Francisco__CA,Atlanta_Metropolitan_Area,Florida__United_States,North_Carolina__United_States,Washington_DC-Baltimore_Area,Phoenix__AZ,Federation_of_Bosnia_and_Herzegovina__Bosnia_and_Herzegovina,Virginia__United_States,Business_Development,Sales,Operations,Customer_Success_and_Support,Finance,Engineering,Information_Technology,Administrative,Entrepreneurship,Accounting,Consulting,Education,Human_Resources,Healthcare_Services,Marketing
2023-06-21,https://linkedin.com/company/CRS,87,18,10,7,7,6,6,5,5,4,4,4,3,3,3,23,18,17,10,8,8,6,6,5,4,4,4,3,2,2
