Date,Company_URL,South_Africa,North-West__South_Africa,Rustenburg,Gauteng__South_Africa,Pretoria,Pretoria_Metropolitan_Area,United_States,Johannesburg,Johannesburg_Metropolitan_Area,Rustenburg_Local_Municipality,Massachusetts__United_States,Greater_Boston,New_York_City_Metropolitan_Area,Ukraine,New_York__United_States,Operations,Engineering,Business_Development,Administrative,Finance,Healthcare_Services,Human_Resources,Media_and_Communication,Purchasing,Accounting,Information_Technology,Military_and_Protective_Services,Product_Management,Program_and_Project_Management,Quality_Assurance
2023-06-21,https://linkedin.com/company/impala,93,51,33,31,17,17,12,8,8,6,5,5,5,4,4,37,25,14,7,3,3,2,2,2,1,1,1,1,1,1
