Date,Company_URL,United_States,California__United_States,San_Francisco_Bay_Area,Washington__United_States,Greater_Seattle_Area,Canada,Mountain_View__CA,San_Jose__CA,New_York_City_Metropolitan_Area,San_Francisco__CA,India,Texas__United_States,New_York__United_States,New_York__NY,Seattle__WA,Product_Management,Business_Development,Sales,Community_and_Social_Services,Engineering,Media_and_Communication,Operations,Education,Information_Technology,Marketing,Program_and_Project_Management,Entrepreneurship,Finance,Human_Resources,Research
2023-06-21,https://linkedin.com/company/criya,119,56,52,17,17,11,9,9,9,8,7,7,7,6,6,64,38,29,24,23,20,15,15,12,12,9,9,7,7,7
