Date,Company_URL,United_States,India,Texas__United_States,New_York_City_Metropolitan_Area,Bangladesh,Rajshahi__Bangladesh,New_York__United_States,Maharashtra__India,Dallas-Fort_Worth_Metroplex,California__United_States,United_Kingdom,Canada,New_York__NY,Dallas__TX,Mumbai,Engineering,Sales,Education,Quality_Assurance,Business_Development,Marketing,Information_Technology,Product_Management,Administrative,Arts_and_Design,Finance,Human_Resources,Operations,Customer_Success_and_Support,Entrepreneurship
2023-06-21,https://linkedin.com/company/testfit,56,20,13,12,10,9,9,8,8,7,6,6,6,6,5,34,18,12,9,9,8,5,5,3,3,2,2,2,2,2
